시군명,사업장명,인허가일자,영업상태명,폐업일자,병상수(개),의료기관종별명,의료인수(명),입원실수(개),진료과목내용,연면적(㎡),소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
부천시,제중한의원,19870902,영업중,,,1,57.9,"경기도 부천시 부천로 20, 2층 일부, 삼영빌딩 (심곡동)","경기도 부천시 심곡동 168번지 8호 2층 일부, 삼영빌딩",14641,37.4859857,126.7835436,,,
부천시,노영범한의원,20040716,영업중,,,2,157.44,경기도 부천시 조마루로105번길 34-13 (상동),경기도 부천시 상동 565번지 6호 1층,14589,37.5015649,126.7566618,,,
부천시,해오름한의원,20040204,영업중,,,1,120.08,"경기도 부천시 도약로 27, 2층 (상동, 세진빌딩)",경기도 부천시 상동 523-7번지 세진빌딩 2층,14504,37.5126199,126.7523048,,,
부천시,경희동의보감한의원,20110113,영업중,,,1,145.8,"경기도 부천시 역곡로 487, 백학빌딩,2층일부 (고강동)","경기도 부천시 고강동 319번지 3호 백학빌딩,2층일부",14416,37.52814439,126.8157077,,,
부천시,연재한의원,20161110,영업중,,,1,115.02,"경기도 부천시 성지로102번길 53, 2층 (고강동, 정일빌딩)",경기도 부천시 고강동 312번지 정일빌딩 2층,14416,37.52839441,126.8142929,,,
부천시,역곡경희한의원,20081231,영업중,,,1,118.8,"경기도 부천시 역곡로 7, 401호 (역곡동, 스카이빌딩)",경기도 부천시 역곡동 77-6번지 스카이빌딩 401호,14671,37.4859618,126.8112676,,,
부천시,사암세연정한의원,20171124,영업중,,,3,341.2,"경기도 부천시 경인로 231 (심곡본동, 203호일부)",경기도 부천시 심곡본동 545번지 아이쇼핑 203일부호,14709,37.48343101,126.7809055,,,
부천시,하늘체한의원,20150409,영업중,,,1,210.02,"경기도 부천시 길주로 237, 404,405호 (중동, 중동메디칼)","경기도 부천시 중동 1035-3번지 중동메디칼 404,405호",14538,37.5044008,126.7688553,,,
부천시,한음한방신경정신과한의원,20150406,영업중,,,1,152.79,"경기도 부천시 상동로 87, 312호 (상동, 가나베스트타운쓰리)",경기도 부천시 상동 544-4번지,14544,37.50512386,126.7523525,,,
부천시,브레인리더한의원,20090604,영업중,,,1,168.8,"경기도 부천시 상동로 112, 401호 (상동, 썬플라자)",경기도 부천시 상동 535-3번지 썬플라자 401호,14542,37.5069019,126.7538281,,,
부천시,이용현한의원,20171013,영업중,,,1,150,"경기도 부천시 옥길로 113, 301호 (옥길동)",경기도 부천시 옥길동 726번지 4호 301호,14784,37.46718419,126.8220995,,,
부천시,형예주한의원,19980109,영업중,,,1,121.86,경기도 부천시 부일로 294-4 (상동),경기도 부천시 상동 325-13번지,14625,37.4881252,126.7625177,,,
부천시,서민한의원,19740122,영업중,,,1,33,경기도 부천시 심곡로 21 (심곡본동),경기도 부천시 심곡본동 599번지,14715,37.4818447,126.7758789,,,
부천시,경희진한의원,20050712,영업중,,,1,165.9,"경기도 부천시 경인로 183, 2층 (심곡본동, 서원빌딩)",경기도 부천시 심곡본동 532-11번지 서원빌딩 2층,14724,37.4840158,126.775748,,,
부천시,폴리어린이한의원,20130909,영업중,,,1,162.54,"경기도 부천시 상동로 90, 501호 (상동, 메가플러스)",경기도 부천시 상동 541-1번지 메가플러스 501호,14545,37.5050636,126.7536872,,,
부천시,태평한의원,19870331,영업중,,,1,99.54,경기도 부천시 중동로 91 (상동),경기도 부천시 상동 328-12번지,14625,37.48809406,126.7649149,,,
부천시,부천한의원,20140917,영업중,,,1,303.16,"경기도 부천시 고강로72번길 40 (고강동, 제일빌딩)",경기도 부천시 고강동 292-2번지,14416,37.527922,126.811907,,,
부천시,모아한의원,20040930,영업중,,,5,320.86,"경기도 부천시 경인로 505, 303호, 611~612호 (괴안동, 역곡하이뷰)",경기도 부천시 괴안동 113번지 1호 역곡하이뷰,14676,37.48447722,126.8111216,,,
부천시,다원한의원,20040820,영업중,,,2,111.34,경기도 부천시 소사로 235 (소사본동),경기도 부천시 소사본동 82-1번지 (2층),14705,37.4792402,126.7951629,,,
부천시,역곡한의원,19950206,영업중,,,1,226.79,경기도 부천시 경인로 512 (괴안동),경기도 부천시 괴안동 114-7번지,14676,37.4840712,126.8121543,,,
부천시,소리청한의원,19950721,영업중,,,1,68.64,"경기도 부천시 신흥로 228, 9층 (중동, 메디타워)",경기도 부천시 중동 1062-2번지 메디타워,14534,37.50408997,126.7763436,,,
부천시,경희남촌한의원,19930428,영업중,,,2,102.35,경기도 부천시 소사로 759 (원종동),경기도 부천시 원종동 227-1번지,14431,37.5237561,126.8044288,,,
부천시,영제한의원,19930305,영업중,,,1,58.57,"경기도 부천시 고리울로51번길 34 (고강동, 고강빌딩)",경기도 부천시 고강동 393번지,14406,37.52858699,126.8222116,,,
부천시,미소짓는한의원,20091126,영업중,,,1,139.93,경기도 부천시 범안로 59 (괴안동),경기도 부천시 괴안동 150-19번지 (3층),14689,37.4764061,126.80807,,,
부천시,경희수한의원,20081218,영업중,,,1,216.97,"경기도 부천시 소사로 742, 303호 (원종동)",경기도 부천시 원종동 281-6번지 세라메디컬센터 303호,14424,37.52223467,126.805123,,,
부천시,척척경희한의원,20180622,영업중,,,1,143.52,"경기도 부천시 오정로 250, 신오빌딩 3층일부호 (오정동)",경기도 부천시 오정동 543번지 신오빌딩.3층일부,14436,37.52948203,126.7865162,,,
부천시,실로암한의원,20180607,영업중,,,2,145.34,"경기도 부천시 소사로 130, 1층일부, 2층 (소사본동)","경기도 부천시 소사본동 229번지 22호 1층일부, 2층",14769,37.46979132,126.7965795,,,
부천시,영진연합한의원,20090630,영업중,,,1,89.2,"경기도 부천시 원미로 114, 2층 (원미동)","경기도 부천시 원미동 94번지 4호,7호 2층",14565,37.4926758,126.7910776,,,
부천시,다스림한의원,20160616,영업중,,,1,492.48,"경기도 부천시 수도로 184, 2층,3·4층일부층 (도당동)","경기도 부천시 도당동 42-2번지 2층,3·4층일부",14480,37.5187587,126.7856535,,,
부천시,필승한의원,20141007,영업중,,,1,87.3,"경기도 부천시 소사로 162, 2층 201호 (소사본동, 로체스카이뷰아파트)",경기도 부천시 소사본동 203번지 19호 로체스카이뷰아파트 201호,14762,37.47260101,126.7957692,,,
부천시,수생한의원,19900912,영업중,,,1,165.07,경기도 부천시 역곡로 479 (고강동),경기도 부천시 고강동 473-1번지,14416,37.52728281,126.8158663,,,
부천시,원종한의원,19900831,영업중,,,1,312.09,경기도 부천시 소사로 781 (원종동),경기도 부천시 원종동 229-7번지,14427,37.5257563,126.8044348,,,
부천시,믿음삼대한의원,20161129,영업중,,,1,98.28,"경기도 부천시 부일로 368, 201호 (중동)",경기도 부천시 중동 795번지,14627,37.48734922,126.7709438,,,
부천시,하늘봄한의원,20140903,영업중,,,1,162,경기도 부천시 소사로 760 (원종동),경기도 부천시 원종동 280번지,14424,37.52392177,126.8052251,,,
부천시,경희바른한의원,20180413,영업중,,,1,116.94,"경기도 부천시 중동로 405, 2층 (삼정동)",경기도 부천시 삼정동 293번지 31호 2층,14499,37.51595337,126.7697694,,,
부천시,상록한의원,20080501,영업중,,,1,132.21,경기도 부천시 오정로 242 (오정동),경기도 부천시 오정동 555번지,14436,37.5290394,126.7859065,,,
부천시,정한의원,19961004,영업중,,,2,126.49,"경기도 부천시 소사로 758, 3층 (원종동, 한성빌딩)",경기도 부천시 원종동 280-15번지,14424,37.52359522,126.8051533,,,
부천시,청담한의원,20070314,영업중,,,1,88.56,"경기도 부천시 경인로 511, 701호 (괴안동)",경기도 부천시 괴안동 113-8번지 브릭스프라자 701,14676,37.4846203,126.8118477,,,
부천시,우리동네한의원,20151002,영업중,,,1,119.39,"경기도 부천시 길주로77번길 61, 202호 (상동, 부건프라자)",경기도 부천시 상동 533-11번지 부건프라자 202호,14543,37.5074302,126.7522995,,,
부천시,다정한경희한의원,20150604,영업중,,,1,101.08,"경기도 부천시 조종로 46, 2층 (원미동)",경기도 부천시 원미동 117-7번지 2층,14571,37.4925925,126.7898566,,,
부천시,경희숨편한한의원,20150506,영업중,,,1,199.48,"경기도 부천시 상동로 109, 307호 (상동, 상동프라자)",경기도 부천시 상동 534-2번지 상동프라자 307호,14543,37.5069269,126.7528893,,,
부천시,정안한의원,19960427,영업중,,,1,168.44,"경기도 부천시 삼작로 481, 2층 (작동, 남정빌딩)",경기도 부천시 작동 32번지,14470,37.5187911,126.8150975,,,
부천시,명한의원,19820922,영업중,,,1,120.96,"경기도 부천시 석천로 106, 2층 (중동)",경기도 부천시 중동 679-5번지 2층,14585,37.4966739,126.7616874,,,
부천시,수한의원,20071010,영업중,,,1,156,"경기도 부천시 소사동로 82, 304호 (소사본동, 센트럴프라자)",경기도 부천시 소사본동 409-3번지 센트럴프라자 304호,14772,37.4731014,126.8038845,,,
부천시,미라온한의원,20110822,영업중,,,1,221.85,"경기도 부천시 신흥로 201, 303,304,307호 (중동, 트리플타워 B)","경기도 부천시 중동 1140-3번지 트리플타워 B 303,304,307호",14548,37.50151367,126.776023,,,
부천시,경희다슬한의원,20100920,영업중,,,2,177.9,"경기도 부천시 소향로 131, 501호 (중동, 일신빌딩)",경기도 부천시 중동 1161-3번지 일신빌딩 501호,14546,37.50234246,126.7623025,,,
부천시,초린한의원,20120607,영업중,,,1,81.12,"경기도 부천시 소사로78번길 38, 풍림아파트상가 105호.106호 (소사본동)","경기도 부천시 소사본동 401번지 7호 풍림아파트 상가 105호,106호",14774,37.46630911,126.8009188,,,
부천시,삼화한의원,19820824,영업중,,,1,38.5,"경기도 부천시 길주로 273, 303호 (중동, 신명타운)",경기도 부천시 중동 1058-1번지 신명타운 303호,14539,37.503895,126.7727699,,,
부천시,으뜸한의원,20091118,영업중,,,1,251.22,"경기도 부천시 원종로 21, 2층 (원종동)",경기도 부천시 원종동 211-2번지 ,14430,37.524122,126.8023237,,,
부천시,부천노옥당한의원,19860910,영업중,,,1,212.49,경기도 부천시 부흥로 406 (심곡동),경기도 부천시 심곡동 155-2번지,14638,37.4894038,126.7853202,,,
부천시,소사경희한의원,19941010,영업중,,,2,112.8,경기도 부천시 부일로 567 (소사동),경기도 부천시 소사동 17-10번지,14647,37.48442677,126.7933283,,,
부천시,혜민서한의원,20120604,영업중,,,1,153.55,"경기도 부천시 경인로498번길 19, 2층 (괴안동, 하이트프라자)",경기도 부천시 괴안동 115번지 2층 하이트프라자,14681,37.483124,126.8114332,,,
부천시,디스코한의원,20101015,영업중,,,1,266.21,"경기도 부천시 상동로 90, 411호, 메가플러스빌딩 (상동)",경기도 부천시 상동 541번지 1호 메가플러스빌딩 411호,14545,37.50506361,126.7536872,,,
부천시,화접몽한의원,20090820,영업중,,,1,131.45,"경기도 부천시 길주로 91, 401호 (상동, 비잔티움)",경기도 부천시 상동 534번지 6호 비잔티움 401호,14543,37.50625934,126.7524618,,,
부천시,경희고래한의원,20041201,영업중,,,1,178.2,"경기도 부천시 부천로 80, 402호 (심곡동, 풍산메디칼프라자)",경기도 부천시 심곡동 120-1번지 풍산메디칼프라자 402호,14573,37.4912046,126.7846817,,,
부천시,중화한의원,19850503,영업중,,,1,203.18,경기도 부천시 소사로 191-1 (소사본동),경기도 부천시 소사본동 161번지 17호,14708,37.47542907,126.7951622,,,
부천시,길주로한의원,20070418,영업중,,,3,118.25,"경기도 부천시 길주로 199, 401호 (중동, 굿모닝프라자)",경기도 부천시 중동 1033-3번지 굿모닝프라자 401호,14538,37.50497781,126.7644994,,,
부천시,활기찬한의원,20070409,영업중,,,1,92.4,경기도 부천시 원미로 115 (원미동),경기도 부천시 원미동 95-11번지,14568,37.4928193,126.7906814,,,
부천시,제민한의원,19840426,영업중,,,1,49.8,"경기도 부천시 조마루로 231, 동성상가동 202호 (중동, 미리내마을)",경기도 부천시 중동 1181번지 동성 상가동 202호,14579,37.4990146,126.7697203,,,
부천시,홍정한의원,19890511,영업중,,,1,65.1,경기도 부천시 장말로 158-1 (상동),경기도 부천시 상동 420-2번지,14601,37.4932636,126.7594707,,,
부천시,다올한의원,20041223,영업중,,,1,195.64,"경기도 부천시 길주로 199, 306호,307호 (중동, 굿모닝프라자)","경기도 부천시 중동 1033-3번지 굿모닝프라자 306호,307호",14538,37.5049778,126.7644994,,,
부천시,수한의원,20041220,영업중,,,1,130.06,"경기도 부천시 길주로 276, 403,404호 (중동, 무광오피스빌딩)","경기도 부천시 중동 1141-1번지 무광오피스빌딩 403,404호",14548,37.50278683,126.772796,,,
부천시,경희보명한의원,20060313,영업중,,,1,127,"경기도 부천시 부일로 753, 303호 (역곡동, 로하스타워)",경기도 부천시 역곡동 111-8번지 로하스타워 303호,14670,37.48656865,126.8131883,,,
부천시,인덕한의원,20031015,영업중,,,1,69.37,경기도 부천시 역곡로481번길 19 (고강동),경기도 부천시 고강동 470-2번지,14416,37.5278097,126.8149278,,,
부천시,최정국한의원,19901105,영업중,,,2,128.18,"경기도 부천시 신흥로 187, 4층 (중동, 부천농업협동조합)",경기도 부천시 중동 1132번지 부천농업협동조합 4층,14580,37.50020791,126.7763775,,,
부천시,송백한의원,19980518,영업중,,,1,116.9,"경기도 부천시 길주로 221, 404호 (중동, 시티오피스)",경기도 부천시 중동 1034-5번지 시티오피스 404호,14538,37.5046228,126.7671921,,,
부천시,아이엔여기한의원,20130102,영업중,,,1,134.36,"경기도 부천시 석천로184번길 26, 201호 (중동)",경기도 부천시 중동 1158-5번지 201호,14547,37.5034275,126.7642216,,,
부천시,김진영한의원,20150105,영업중,,,1,349.12,"경기도 부천시 길주로 137, 202호,203호 일부호 (상동, 그린힐)",경기도 부천시 상동 538-4번지,14542,37.5060088,126.7576311,,,
부천시,365옥길한의원,20200320,영업중,,,1,92.2,"경기도 부천시 옥길로 116, 4층 410 ~ 411호 (옥길동)",경기도 부천시 옥길동 745번지 1호,14786,37.4669495,126.8226586,,,
부천시,현대한의원,20200410,영업중,,,1,141.92,"경기도 부천시 길주로 183, 영라이프빌딩 3층 304,308호 (중동)","경기도 부천시 중동 1031번지 3호 영라이프빌딩 304, 308호",14537,37.50526903,126.7629477,,,
부천시,보임한의원,20200506,영업중,,,1,94.92,"경기도 부천시 길주로 246, 부천중동리슈빌엔클래스 301A1호 (중동)",경기도 부천시 중동 1149번지 부천중동리슈빌엔클래스 301A1호,14548,37.50330955,126.7696308,,,
부천시,내몸사랑애한의원,20191017,영업중,,,1,172.92,"경기도 부천시 소향로 29, 그린프라자 604, 605호 (상동)",경기도 부천시 상동 546번지 8호 그린프라자,14544,37.50389646,126.7510817,,,
부천시,중국왕한의원,19840110,영업중,,,1,40.25,경기도 부천시 부일로 799 (역곡동),경기도 부천시 역곡동 225-21번지,14669,37.4890435,126.8170716,,,
부천시,우리들한의원,20200116,영업중,,,2,83.64,"경기도 부천시 원미로131번길 20, 1층 (원미동)",경기도 부천시 원미동 82번지 18호,14568,37.49445841,126.7902923,,,
부천시,동서한의원,19881107,영업중,,,1,179.68,"경기도 부천시 경인로 224-1, 2층 (심곡본동)",경기도 부천시 심곡본동 670번지,14711,37.4829254,126.7803529,,,
부천시,누베베한의원,20190417,영업중,,,6,322.79,"경기도 부천시 길주로 284, 신중동역 헤리움 메트로타워 214~218호 (중동)",경기도 부천시 중동 1141번지 3호 신중동역 헤리움 메트로타워 214~218호,14548,37.50277586,126.7737089,,,
부천시,상동경희부부한의원,20190215,영업중,,,1,112.97,"경기도 부천시 상동로 105, 301호, 현해프라자 (상동)",경기도 부천시 상동 534번지 5호 현해프라자 301호,14543,37.5065933,126.7527434,,,
부천시,약손한의원,20031224,영업중,,,1,129.5,"경기도 부천시 소사로 709, 405호 (원종동, 그린메디칼프라자)",경기도 부천시 원종동 375-3번지,14465,37.5192061,126.8044296,,,
부천시,용한한의원,20170607,영업중,,,3,130.95,"경기도 부천시 원미로97번길 18, 1,2층 (원미동)","경기도 부천시 원미동 120-5번지 , 1,2층",14571,37.49156117,126.7896995,,,
부천시,신세계한의원,20140313,영업중,,,1,102,"경기도 부천시 경인로 259, 2층 (심곡본동)",경기도 부천시 심곡본동 552-14번지,14710,37.483122,126.7843547,,,
부천시,선한의원,20141107,영업중,,,1,84.15,"경기도 부천시 장말로 186-1, 1층 (상동)",경기도 부천시 상동 231-38번지,14618,37.49284658,126.7625817,,,
부천시,맥한의원,20050322,영업중,,,1,109.98,"경기도 부천시 범안로 118, 301호 (범박동, 영플러스빌딩)",경기도 부천시 범박동 35-1번지 영플러스빌딩 301호,14777,37.47120869,126.8088749,,,
부천시,늘푸른한의원,20170523,영업중,,,4,103,"경기도 부천시 소사로 775 (원종동, 1층)",경기도 부천시 원종동 229번지 9호 1층,14427,37.525369,126.8044585,,,
부천시,원미경희한의원,20180416,영업중,,,1,149,"경기도 부천시 원미로 179, 1층 일부, 창화빌딩 (원미동)",경기도 부천시 원미동 6번지 6호 창화빌딩 1층 일부,14558,37.4985074,126.7922711,,,
부천시,춘의생한의원,20180412,영업중,,,3,391.14,"경기도 부천시 길주로 394, 호성빌딩 3층,4층 (춘의동)","경기도 부천시 춘의동 166번지 2호 호성빌딩 3층,4층",14552,37.5031817,126.7862641,,,
부천시,신이당한의원,19960913,영업중,,,1,91.8,"경기도 부천시 부일로 407, 2층 (심곡동)",경기도 부천시 심곡동 351번지 2호,14617,37.4871235,126.7753767,,,
부천시,삼세한의원,19960913,영업중,,,1,143.92,"경기도 부천시 부일로 507, 2층 (심곡동)",경기도 부천시 심곡동 138-5번지 2층,14642,37.4855138,126.7865752,,,
부천시,은수당한의원,19900426,영업중,,,1,40.32,경기도 부천시 원미로 76 (원미동),경기도 부천시 원미동 191-8번지,14648,37.4892866,126.790273,,,
부천시,대웅한의원,19900418,영업중,,,1,115.6,경기도 부천시 부천로 110 (원미동),경기도 부천시 원미동 111-5번지,14569,37.4938724,126.7851828,,,
부천시,경희서동한의원,20180410,영업중,,,2,142.6,"경기도 부천시 길주로 191, 금영프라자 302호 (중동)",경기도 부천시 중동 1033번지 1호 금영프라자 302호,14538,37.5050665,126.7638318,,,
부천시,빙빙한의원,20170329,영업중,,,2,174.18,"경기도 부천시 길주로 199, 308호 309호 (중동, 굿모닝프라자)",경기도 부천시 중동 1033-3번지 굿모닝프라자 308호 309호,14538,37.50497781,126.7644994,,,
부천시,박재석한의원,20021023,영업중,,,1,172.71,"경기도 부천시 부천로 81, 2층 (심곡동)",경기도 부천시 심곡동 105-3번지 2층,14578,37.4917349,126.7839904,,,
부천시,장용남한의원,20021015,영업중,,,1,195.36,"경기도 부천시 상동로 109, 311호 (상동, 상동프라자)",경기도 부천시 상동 534-2번지 상동프라자 311호,14543,37.5069269,126.7528893,,,
부천시,대세당한의원,20020103,영업중,,,1,97.5,"경기도 부천시 조마루로 137, 포도마을 삼보상가동 3층 (중동)",경기도 부천시 중동 1170번지 포도마을 삼보상가동 3층,14583,37.5010113,126.7590724,,,
부천시,하늘마음한의원,20100901,영업중,,,1,197.77,"경기도 부천시 상동로 83, 802호 일부호 (상동, 그랜드프라자)",경기도 부천시 상동 544번지 5호,14544,37.50473644,126.7523538,,,
부천시,원미한의원,20050103,영업중,,,2,144.26,"경기도 부천시 원미로143번길 27, 지하1층,1층 (원미동)","경기도 부천시 원미동 79-23번지 지하1층,1층",14568,37.49540402,126.7900522,,,
부천시,동인당한의원,19970620,영업중,,,1,90.85,경기도 부천시 삼작로 289 (도당동),경기도 부천시 도당동 116-15번지,14459,37.5202326,126.793624,,,
부천시,명사한의원,20060804,영업중,,,2,151,"경기도 부천시 부일로 293, 2층 (상동)",경기도 부천시 상동 318-5번지 2층,14621,37.4885401,126.7627425,,,
부천시,김무영한의원,20121029,영업중,,,2,144.1,경기도 부천시 경인로 517 (괴안동),경기도 부천시 괴안동 128번지 광장빌딩 2층,14676,37.48489071,126.8124752,,,
부천시,태영한의원,20170823,영업중,,,1,154.71,"경기도 부천시 성주로 260, 1,2층 (심곡본동)",경기도 부천시 심곡본동 731번지 36호,14750,37.4816762,126.7820751,,,
부천시,중앙한의원,20160622,영업중,,,1,195.31,"경기도 부천시 옥산로 152, 2층 (도당동)",경기도 부천시 도당동 279-1번지 2층,14526,37.50715326,126.7804394,,,
부천시,경희궁한의원,20071025,영업중,,,1,95,"경기도 부천시 경인로 520, 301호 (괴안동, 창성빌딩)",경기도 부천시 괴안동 127-1번지 창성빌딩 301호,14676,37.4843426,126.8128773,,,
부천시,중동한의원,20020418,영업중,,,4,176.76,"경기도 부천시 석천로 181, 2층 (중동, 원흥빌딩)",경기도 부천시 중동 1163-6번지 원흥빌딩 2층,14546,37.5036225,126.7626376,,,
부천시,소사도원한의원,20180717,영업중,,,1,191.76,"경기도 부천시 소사로 119, 동남빌딩 4층일부호 (소사본동)",경기도 부천시 소사본동 317번지 7호 동남빌딩 4층일부,14761,37.4690972,126.796378,,,
부천시,오석종한의원,19930428,영업중,,,1,174.98,"경기도 부천시 부천로 231 (춘의동, 세종빌딩)",경기도 부천시 춘의동 122번지 4호,14528,37.5046235,126.7864069,,,
부천시,아리랑한의원,20020506,영업중,,,1,125,"경기도 부천시 경인로 509, 202호 (괴안동, 우남타워)",경기도 부천시 괴안동 113-6번지 우남타워 202호,14676,37.48459762,126.8116748,,,
부천시,삼정한의원,19901102,영업중,,,1,110.43,경기도 부천시 중동로 398 (삼정동),경기도 부천시 삼정동 314-9번지,14495,37.51535613,126.7703734,,,
부천시,프리허그한의원,20160610,영업중,,,1,136.9,"경기도 부천시 석천로 171, 407,408호 (중동, 중동프라자)","경기도 부천시 중동 1162-4번지 중동프라자 407,408호",14546,37.50275719,126.7624369,,,
부천시,어우름한의원,20150109,영업중,,,1,177.2,"경기도 부천시 상동로 79, 302호 (상동, 부천상동수석프라자)",경기도 부천시 상동 544-9번지 302호,14544,37.5041777,126.7522991,,,
부천시,어깨동무한의원,20110428,영업중,,,1,193.28,"경기도 부천시 길주로 129, 206호 (상동, 대신스카이빌)",경기도 부천시 상동 538-6번지 대신스카이빌 206호,14542,37.5060071,126.7568055,,,
부천시,한미르한의원,20050713,영업중,,,1,90.87,"경기도 부천시 길주로 81, 모건시티 602호일부 (상동)",경기도 부천시 상동 534번지 9호 모건시티 602호일부,14543,37.50623015,126.751444,,,
부천시,경희범박한의원,20030823,영업중,,,1,117.4,"경기도 부천시 범안로 133, 305호 (범박동, 보람월드프라자)",경기도 부천시 범박동 44-16번지 보람월드프라자 305호,14783,37.46967782,126.8093762,,,
부천시,거북이한의원,20020319,영업중,,,1,171.9,경기도 부천시 고리울로8번길 10 (고강동),경기도 부천시 고강동 348-4번지,14408,37.5274251,126.8166597,,,
부천시,밝은빛한의원,19930319,영업중,,,1,181.65,"경기도 부천시 소사로 769, 현대빌딩 2층 (원종동)",경기도 부천시 원종동 228번지 8호 현대빌딩 2층,14427,37.5247022,126.8044603,,,
부천시,수석한의원,20030826,영업중,,,1,147.17,"경기도 부천시 부일로749번길 38, 2층 (역곡동, 한성빌딩)",경기도 부천시 역곡동 109번지 한성빌딩 2층,14670,37.4877925,126.8122919,,,
부천시,경인한의원,20030729,영업중,,,1,99,경기도 부천시 상이로67번길 32-7 (상동),경기도 부천시 상동 580-3번지,14593,37.4950104,126.7420507,,,
부천시,열린한의원,20020715,영업중,,,1,84.92,"경기도 부천시 경인로 74, 204호 (송내동, 성보빌딩)",경기도 부천시 송내동 393번지 성보빌딩 204호,14728,37.48345993,126.7634146,,,
부천시,청한의원,20080116,영업중,,,1,109.9,"경기도 부천시 역곡로 8, 201호 (역곡동)",경기도 부천시 역곡동 82번지 10호 201호,14670,37.4860436,126.8117084,,,
부천시,대보한의원,20020925,영업중,,,1,111.72,"경기도 부천시 송내대로265번길 85, 403호 (상동, 뱅뱅프라자)",경기도 부천시 상동 535-1번지 뱅뱅프라자 403호,14542,37.5072624,126.7538609,,,
부천시,중현한의원,20170630,영업중,,,1,289.01,"경기도 부천시 중동로 151, 1,3층 (중동, 중동빌딩)",경기도 부천시 중동 753번지 1호,14608,37.49323316,126.7666287,,,
부천시,상동경희한의원,20021114,영업중,,,1,218.72,"경기도 부천시 소향로 51, 302호 (상동)",경기도 부천시 상동 542번지 6호 굿닥터스빌딩 302호,14545,37.5033962,126.7534439,,,
부천시,편한몸한의원,20091112,영업중,,,1,141.34,경기도 부천시 경인로 205 (심곡본동),경기도 부천시 심곡본동 539-4번지 (2층),14709,37.4836244,126.7783835,,,
부천시,고운누리한의원,20121017,영업중,,,1,138.99,"경기도 부천시 상동로 69, 406호 (상동, 새롬프라자)",경기도 부천시 상동 544-11번지 새롬프라자 406호,14544,37.5036729,126.7521876,,,
부천시,인애한의원,20161222,영업중,,,2,184.13,"경기도 부천시 상동로 75, 한빛프라자 202호 (상동)",경기도 부천시 상동 544번지 10호 한빛프라자 202호,14544,37.50403946,126.7523135,,,
부천시,손인환한의원,19900412,영업중,,,1,386.24,"경기도 부천시 원미로 87, 지하1층,1,2,3층 (원미동)","경기도 부천시 원미동 182-11번지 지하1층,1,2,3층",14572,37.4903497,126.7901909,,,
부천시,바른마디한의원,20190128,영업중,,,1,168.33,"경기도 부천시 송내대로 38, 3층 (송내동)",경기도 부천시 송내동 299번지 2호 3층,14720,37.4869267,126.7537474,,,
부천시,더그린한의원,20120803,영업중,,,3,192.7,"경기도 부천시 길주로 288, 601호 (중동, 다운타운빌딩)",경기도 부천시 중동 1141-5번지 다운타운빌딩 601호,14548,37.50261835,126.7741876,,,
부천시,신명한의원,20181121,영업중,,,1,138.2,"경기도 부천시 원종로 36, 2층일부 (원종동)",경기도 부천시 원종동 222번지 2호 2층일부,14431,37.52378201,126.8037161,,,
부천시,경희으뜸한의원,20181231,영업중,,,1,127.12,"경기도 부천시 송내대로265번길 59, 한솔프라자 306호 (상동)",경기도 부천시 상동 536번지 4호 한솔프라자 306호,14542,37.50709406,126.7552186,,,
부천시,호림한의원,20110608,영업중,,,1,127.56,"경기도 부천시 오정로 249, 3층 (오정동)",경기도 부천시 오정동 725번지,14442,37.52986398,126.7859751,,,
부천시,기한의원,20030429,영업중,,,1,106.93,"경기도 부천시 부흥로303번길 62, 그린프라자 303호 (중동)",경기도 부천시 중동 1128번지 그린프라자 303호,14582,37.4972607,126.7759114,,,
부천시,단아안안정한의원,20120125,영업중,,,2,277.23,"경기도 부천시 호현로 463, 1층,2층 (소사본동)","경기도 부천시 소사본동 115번지 16호 1층,2층",14755,37.47915522,126.7929134,,,
부천시,혹부리한의원,20170208,영업중,,,1,224.32,"경기도 부천시 석천로 176, 이원빌딩 301호 (중동)",경기도 부천시 중동 1159번지 이원빌딩 301호,14547,37.50295665,126.7630469,,,
부천시,참조은경희한의원,20191029,영업중,,,1,191.52,"경기도 부천시 상동로 75, 한빛프라자 4층 402호 (상동)",경기도 부천시 상동 544번지 10호 한빛프라자 402호,14544,37.50395234,126.7522433,,,
부천시,유도명한의원,20030211,전출,,,1,181.48,"경기도 부천시 상동로 75, 한빛프라자 4층 (상동)",경기도 부천시 상동 544번지 10호 한빛프라자 4층,14544,37.50395234,126.7522433,,,
부천시,결한의원,20140325,전출,,,1,60,"경기도 부천시 길주로 307, 701호 일부호 (중동, 로얄프라자)",경기도 부천시 중동 1062-4번지 로얄프라자 701호 일부호,14534,37.5034251,126.7767184,,,
부천시,경희보궁한의원,20141106,전출,,,1,205.46,"경기도 부천시 길주로 115, 604호 (상동, 시그마타워)",경기도 부천시 상동 535-9번지,14542,37.5061752,126.7553008,,,
성남시,성신한방병원,20191217,영업중,,46,,8,14,308 307 306 305 304 303 302 301,1081.31,"경기도 성남시 수정구 성남대로 1170, 의남빌딩 7층 일부,8층 (수진동)",경기도 성남시 수정구 수진동 4528번지 의남빌딩,13326,37.4344946,127.1292154
